state,innovatescore_boehmkeskinner,soc_capital,partisan_knowledge_scale,persfree,legprofscore,acounty,amuni,atown,local_gov_total
Iowa,,,,-2.323082929,,99.0,947.0,0.0,1046.0
Iowa,,,,,,99.0,947.0,0.0,1046.0
Iowa,,,,,,99.0,947.0,0.0,1046.0
Iowa,,,,,,99.0,947.0,0.0,1046.0
Iowa,,,,,,99.0,947.0,0.0,1046.0
Iowa,,,,,,,,,
Iowa,,,,,,,,,
Iowa,,,,,,,,,
Iowa,,,,,,,,,
Iowa,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.0,,,,,,,,
Idaho,0.000671,,,,,,,,
Idaho,0.000671,,,,,,,,
Idaho,0.047784,,,,,,,,
Idaho,0.047784,,,,,,,,
Idaho,0.109552,,,,,,,,
Idaho,0.109552,,,,,,,,
Idaho,0.055481,,,,,,,,
Idaho,0.055481,,,,,,,,
Idaho,0.001206,,,,,,,,
Idaho,0.001206,,,,,,,,
Idaho,0.049308,,,,,,,,
Idaho,0.049308,,,,,,,,
Idaho,0.043387,,,,,,,,
Idaho,0.043387,,,,,,,,
Idaho,0.034954,,,,,,,,
Idaho,0.034954,,,,,,,,
Idaho,0.136729,,,,,,,,
Idaho,0.136729,,,,,,,,
Idaho,0.053985,,,,,,,,
Idaho,0.053985,,,,,,,,
Idaho,0.084594,,,,,,,,
Idaho,0.084594,,,,,,,,
Idaho,0.028896,,,,,,,,
Idaho,0.028896,,,,,,,,
Idaho,0.00065,,,,,,,,
Idaho,0.00065,,,,,,,,
Idaho,0.021739,,,,,,,,
Idaho,0.021739,,,,,,,,
Idaho,0.000547,,,,,,,,
Idaho,0.000547,,,,,,,,
Idaho,0.021472,,,,,,,,
Idaho,0.021472,,,,,,,,
Idaho,0.020443,,,,,,,,
Idaho,0.020443,,,,,,,,
Idaho,0.023013,,,,,,,,
Idaho,0.023013,,,,,,,,
Idaho,0.091087,,,,,,,,
Idaho,0.091087,,,,,,,,
Idaho,0.001202,,,,,,,,
Idaho,0.001202,,,,,,,,
Idaho,0.000805,,,,,,,,
Idaho,0.000805,,,,,,,,
Idaho,0.067123,,,,,,,,
Idaho,0.067123,,,,,,,,
Idaho,0.048766,,,,,,,,
Idaho,0.048766,,,,,,,,
Idaho,0.026584,,,,,,,,
Idaho,0.026584,,,,,,,,
Idaho,0.084221,,,,,,,,
Idaho,0.084221,,,,,,,,
Idaho,0.02923,,,,,,,,
Idaho,0.02923,,,,,,,,
Idaho,0.026658,,,,,,,,
Idaho,0.026658,,,,,,,,
Idaho,0.051833,,,,,,,,
Idaho,0.051833,,,,,,,,
Idaho,0.0211,,,,,,,,
Idaho,0.0211,,,,,,,,
Idaho,0.018198,,,,,44.0,199.0,0.0,243.0
Idaho,0.018198,,,,,44.0,199.0,0.0,243.0
Idaho,0.017431,,,,0.179,44.0,199.0,0.0,243.0
Idaho,0.017431,,,,,44.0,199.0,0.0,243.0
Idaho,0.030142,,,,,44.0,199.0,0.0,243.0
Idaho,0.030142,,,,,44.0,198.0,0.0,242.0
Idaho,0.028606,,,,,44.0,198.0,0.0,242.0
Idaho,0.028606,,,,,44.0,198.0,0.0,242.0
Idaho,0.029666,,,,,44.0,198.0,0.0,242.0
Idaho,0.029666,3.0867953,,,,44.0,198.0,0.0,242.0
Idaho,0.015738,1.424827,,,,44.0,198.0,0.0,242.0
Idaho,0.015738,1.8807373,,,,44.0,198.0,0.0,242.0
Idaho,0.028786,2.6918335,,,,44.0,198.0,0.0,242.0
Idaho,0.028786,1.3550965,,,,44.0,198.0,0.0,242.0
Idaho,0.026764,,,,,44.0,198.0,0.0,242.0
Idaho,0.026764,0.14965093,,,,44.0,199.0,0.0,243.0
Idaho,0.115023,0.80731833,,,,44.0,199.0,0.0,243.0
Idaho,0.115023,1.5396777,,,,44.0,199.0,0.0,243.0
Idaho,0.054002,0.59388489,,,,44.0,199.0,0.0,243.0
Idaho,0.054002,0.51161104,,,0.11,44.0,199.0,0.0,243.0
Idaho,0.042865,-0.82451028,,,,44.0,200.0,0.0,244.0
Idaho,0.042865,0.61278588,,,,44.0,200.0,0.0,244.0
Idaho,0.031303,1.4093852,,,,44.0,200.0,0.0,244.0
Idaho,0.031303,1.0388948,,,,44.0,200.0,0.0,244.0
Idaho,0.020644,-0.75645119,,3.495687707,,,,,
Idaho,0.020644,0.31599194,,,,44.0,200.0,0.0,244.0
Idaho,0.027388,-0.034714878,,,0.138,,,,
Idaho,0.027388,0.027949715,,,,44.0,200.0,0.0,244.0
Idaho,0.001246,0.85685796,,,,44.0,200.0,0.0,244.0
Idaho,0.001246,0.2729736,,,,44.0,200.0,0.0,244.0
Idaho,0.089256,0.1415884,1.93,-6.26942162,,44.0,200.0,0.0,244.0
Idaho,0.089256,-0.23307699,,,,44.0,200.0,0.0,244.0
Idaho,0.00578,0.32740518,,-7.799056055,,44.0,200.0,0.0,244.0
Idaho,0.00578,,,,,44.0,200.0,0.0,244.0
Idaho,,,,-8.657992233,,44.0,200.0,0.0,244.0
Idaho,,,,,,44.0,200.0,0.0,244.0
Idaho,,,,,,44.0,200.0,0.0,244.0
Idaho,,,,,,44.0,200.0,0.0,244.0
Idaho,,,,,,44.0,200.0,0.0,244.0
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Idaho,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.0,,,,,,,,
Illinois,0.001342,,,,,,,,
Illinois,0.001342,,,,,,,,
Illinois,0.097826,,,,,,,,
Illinois,0.097826,,,,,,,,
Illinois,0.002672,,,,,,,,
Illinois,0.002672,,,,,,,,
Illinois,0.103426,,,,,,,,
Illinois,0.103426,,,,,,,,
Illinois,0.052632,,,,,,,,
Illinois,0.052632,,,,,,,,
Illinois,0.000632,,,,,,,,
Illinois,0.000632,,,,,,,,
Illinois,0.001003,,,,,,,,
Illinois,0.001003,,,,,,,,
Illinois,0.062594,,,,,,,,
Illinois,0.062594,,,,,,,,
Illinois,0.109438,,,,,,,,
Illinois,0.109438,,,,,,,,
Illinois,0.026252,,,,,,,,
Illinois,0.026252,,,,,,,,
Illinois,0.052615,,,,,,,,
Illinois,0.052615,,,,,,,,
Illinois,0.081486,,,,,,,,
Illinois,0.081486,,,,,,,,
Illinois,0.148998,,,,,,,,
Illinois,0.148998,,,,,,,,
Illinois,0.029979,,,,,,,,
Illinois,0.029979,,,,,,,,
Illinois,0.029756,,,,,,,,
Illinois,0.029756,,,,,,,,
Illinois,0.05772,,,,,,,,
Illinois,0.05772,,,,,,,,
Illinois,0.001005,,,,,,,,
Illinois,0.001005,,,,,,,,
Illinois,0.027796,,,,,,,,
Illinois,0.027796,,,,,,,,
Illinois,0.058135,,,,,,,,
Illinois,0.058135,,,,,,,,
Illinois,0.032971,,,,,,,,
Illinois,0.032971,,,,,,,,
Illinois,0.061083,,,,,,,,
Illinois,0.061083,,,,,,,,
Illinois,0.13122,,,,,,,,
Illinois,0.13122,,,,,,,,
Illinois,0.036991,,,,,,,,
Illinois,0.036991,,,,,,,,
Illinois,0.145471,,,,,,,,
Illinois,0.145471,,,,,,,,
Illinois,0.041386,,,,,,,,
Illinois,0.041386,,,,,,,,
Illinois,0.03791,,,,,,,,
Illinois,0.03791,,,,,,,,
Illinois,0.001885,,,,,,,,
Illinois,0.001885,,,,,,,,
Illinois,0.111417,,,,,,,,
Illinois,0.111417,,,,,,,,
Illinois,0.001469,,,,,,,,
Illinois,0.001469,,,,,,,,
Illinois,0.02086,,,,,102.0,1274.0,1436.0,2812.0
Illinois,0.02086,,,,,102.0,1274.0,1436.0,2812.0
Illinois,0.039933,,,,0.344,102.0,1274.0,1436.0,2812.0
Illinois,0.039933,,,,,102.0,1274.0,1436.0,2812.0
Illinois,0.051382,,,,,102.0,1274.0,1436.0,2812.0
Illinois,0.051382,,,,,102.0,1280.0,1434.0,2816.0
Illinois,0.105467,,,,,102.0,1280.0,1434.0,2816.0
Illinois,0.105467,,,,,102.0,1280.0,1434.0,2816.0
Illinois,0.020765,,,,,102.0,1280.0,1434.0,2816.0
Illinois,0.020765,1.6270758,,,,102.0,1280.0,1434.0,2816.0
Illinois,0.019566,0.90827888,,,,102.0,1279.0,1434.0,2815.0
Illinois,0.019566,0.54724002,,,,102.0,1279.0,1434.0,2815.0
Illinois,0.017065,0.69020361,,,,102.0,1279.0,1434.0,2815.0
Illinois,0.017065,-0.73451769,,,,102.0,1279.0,1434.0,2815.0
Illinois,0.042722,,,,,102.0,1279.0,1434.0,2815.0
Illinois,0.042722,-0.000187514,,,,102.0,1282.0,1433.0,2817.0
Illinois,0.054376,0.34370348,,,,102.0,1282.0,1433.0,2817.0
Illinois,0.054376,0.75272226,,,,102.0,1282.0,1433.0,2817.0
Illinois,0.153075,0.94136834,,,,102.0,1282.0,1433.0,2817.0
Illinois,0.153075,0.36520171,,,0.236,102.0,1282.0,1433.0,2817.0
Illinois,0.101688,-0.33808351,,,,102.0,1288.0,1433.0,2823.0
Illinois,0.101688,-0.53520066,,,,102.0,1288.0,1433.0,2823.0
Illinois,0.19716,-0.45799801,,,,102.0,1288.0,1433.0,2823.0
Illinois,0.19716,-0.13457255,,,,102.0,1288.0,1433.0,2823.0
Illinois,0.040773,-0.59975839,,7.537263947,,,,,
Illinois,0.040773,-0.54294091,,,,102.0,1291.0,1431.0,2824.0
Illinois,0.288339,-0.28411597,,,0.261,,,,
Illinois,0.288339,0.14481749,,,,102.0,1291.0,1431.0,2824.0
Illinois,0.202881,0.505256,,,,102.0,1291.0,1431.0,2824.0
Illinois,0.202881,0.35944477,,,,102.0,1291.0,1431.0,2824.0
Illinois,0.32998,0.47476739,1.96,-16.14658003,,102.0,1299.0,1432.0,2833.0
Illinois,0.32998,-0.095180161,,,,102.0,1299.0,1432.0,2833.0
Illinois,0.022989,0.29277262,,-20.91964942,,102.0,1299.0,1432.0,2833.0
Illinois,0.022989,,,,,102.0,1299.0,1432.0,2833.0
Illinois,,,,-22.05426044,,102.0,1299.0,1432.0,2833.0
Illinois,,,,,,102.0,1298.0,1431.0,2831.0
Illinois,,,,,,102.0,1298.0,1431.0,2831.0
Illinois,,,,,,102.0,1298.0,1431.0,2831.0
Illinois,,,,,,102.0,1298.0,1431.0,2831.0
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Illinois,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.0,,,,,,,,
Indiana,0.000671,,,,,,,,
Indiana,0.000671,,,,,,,,
Indiana,0.047181,,,,,,,,
Indiana,0.047181,,,,,,,,
Indiana,0.051866,,,,,,,,
Indiana,0.051866,,,,,,,,
Indiana,0.001147,,,,,,,,
Indiana,0.001147,,,,,,,,
Indiana,0.042475,,,,,,,,
Indiana,0.042475,,,,,,,,
Indiana,0.000522,,,,,,,,
Indiana,0.000522,,,,,,,,
Indiana,0.000859,,,,,,,,
Indiana,0.000859,,,,,,,,
Indiana,0.056673,,,,,,,,
Indiana,0.056673,,,,,,,,
Indiana,0.181587,,,,,,,,
Indiana,0.181587,,,,,,,,
Indiana,0.084031,,,,,,,,
Indiana,0.084031,,,,,,,,
Indiana,0.030977,,,,,,,,
Indiana,0.030977,,,,,,,,
Indiana,0.028581,,,,,,,,
Indiana,0.028581,,,,,,,,
Indiana,0.028409,,,,,,,,
Indiana,0.028409,,,,,,,,
Indiana,0.072186,,,,,,,,
Indiana,0.072186,,,,,,,,
Indiana,0.027977,,,,,,,,
Indiana,0.027977,,,,,,,,
Indiana,0.054813,,,,,,,,
Indiana,0.054813,,,,,,,,
Indiana,0.02599,,,,,,,,
Indiana,0.02599,,,,,,,,
Indiana,0.027009,,,,,,,,
Indiana,0.027009,,,,,,,,
Indiana,0.027053,,,,,,,,
Indiana,0.027053,,,,,,,,
Indiana,0.030421,,,,,,,,
Indiana,0.030421,,,,,,,,
Indiana,0.109359,,,,,,,,
Indiana,0.109359,,,,,,,,
Indiana,0.033333,,,,,,,,
Indiana,0.033333,,,,,,,,
Indiana,0.031456,,,,,,,,
Indiana,0.031456,,,,,,,,
Indiana,0.13159,,,,,,,,
Indiana,0.13159,,,,,,,,
Indiana,0.090513,,,,,,,,
Indiana,0.090513,,,,,,,,
Indiana,0.001092,,,,,,,,
Indiana,0.001092,,,,,,,,
Indiana,0.00043,,,,,,,,
Indiana,0.00043,,,,,,,,
Indiana,0.029497,,,,,,,,
Indiana,0.029497,,,,,,,,
Indiana,0.000804,,,,,,,,
Indiana,0.000804,,,,,,,,
Indiana,0.037578,,,,,91.0,563.0,1008.0,1662.0
Indiana,0.037578,,,,,91.0,563.0,1008.0,1662.0
Indiana,0.000668,,,,0.143,91.0,563.0,1008.0,1662.0
Indiana,0.000668,,,,,91.0,563.0,1008.0,1662.0
Indiana,0.01513,,,,,91.0,563.0,1008.0,1662.0
Indiana,0.01513,,,,,91.0,564.0,1008.0,1663.0
Indiana,0.041631,,,,,91.0,564.0,1008.0,1663.0
Indiana,0.041631,,,,,91.0,564.0,1008.0,1663.0
Indiana,0.015271,,,,,91.0,564.0,1008.0,1663.0
Indiana,0.015271,-0.50081265,,,,91.0,564.0,1008.0,1663.0
Indiana,0.015409,-0.24883285,,,,91.0,567.0,1008.0,1666.0
Indiana,0.015409,-0.58993697,,,,91.0,567.0,1008.0,1666.0
Indiana,0.069527,1.0880486,,,,91.0,567.0,1008.0,1666.0
Indiana,0.069527,-0.26912481,,,,91.0,567.0,1008.0,1666.0
Indiana,0.051753,,,,,91.0,567.0,1008.0,1666.0
Indiana,0.051753,-0.045106716,,,,91.0,566.0,1008.0,1665.0
Indiana,0.071172,0.027461311,,,,91.0,566.0,1008.0,1665.0
Indiana,0.071172,-0.61038548,,,,91.0,566.0,1008.0,1665.0
Indiana,0.068403,-0.19308533,,,,91.0,566.0,1008.0,1665.0
Indiana,0.068403,0.3881346,,,0.106,91.0,566.0,1008.0,1665.0
Indiana,0.057537,-0.36197907,,,,91.0,569.0,1008.0,1668.0
Indiana,0.057537,-0.29214755,,,,91.0,569.0,1008.0,1668.0
Indiana,0.08067,0.2670632,,,,91.0,569.0,1008.0,1668.0
Indiana,0.08067,-0.73761034,,,,91.0,569.0,1008.0,1668.0
Indiana,0.123798,-0.35846087,,23.6357597,,,,,
Indiana,0.123798,-0.86597675,,,,91.0,567.0,1008.0,1666.0
Indiana,0.078024,-0.26632419,,,0.102,,,,
Indiana,0.078024,-0.81924635,,,,91.0,567.0,1008.0,1666.0
Indiana,0.099458,0.063736439,,,,91.0,567.0,1008.0,1666.0
Indiana,0.099458,-0.11441553,,,,91.0,567.0,1008.0,1666.0
Indiana,0.077209,-0.64860457,1.44,10.1984514,,91.0,567.0,1008.0,1666.0
Indiana,0.077209,-0.18178302,,,,91.0,567.0,1008.0,1666.0
Indiana,0.005714,-0.088096417,,8.858868746,,91.0,567.0,1008.0,1666.0
Indiana,0.005714,,,,,91.0,567.0,1008.0,1666.0
Indiana,,,,7.952627428,,91.0,567.0,1008.0,1666.0
Indiana,,,,,,91.0,569.0,1006.0,1666.0
Indiana,,,,,,91.0,569.0,1006.0,1666.0
Indiana,,,,,,91.0,569.0,1006.0,1666.0
Indiana,,,,,,91.0,569.0,1006.0,1666.0
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Indiana,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,0.244713,,,,,,,,
Kansas,0.244713,,,,,,,,
Kansas,0.001721,,,,,,,,
Kansas,0.001721,,,,,,,,
Kansas,0.0,,,,,,,,
Kansas,0.0,,,,,,,,
Kansas,0.000755,,,,,,,,
Kansas,0.000755,,,,,,,,
Kansas,0.051494,,,,,,,,
Kansas,0.051494,,,,,,,,
Kansas,0.001336,,,,,,,,
Kansas,0.001336,,,,,,,,
Kansas,0.05006,,,,,,,,
Kansas,0.05006,,,,,,,,
Kansas,0.098252,,,,,,,,
Kansas,0.098252,,,,,,,,
Kansas,0.001263,,,,,,,,
Kansas,0.001263,,,,,,,,
Kansas,0.001003,,,,,,,,
Kansas,0.001003,,,,,,,,
Kansas,0.063788,,,,,,,,
Kansas,0.063788,,,,,,,,
Kansas,0.056913,,,,,,,,
Kansas,0.056913,,,,,,,,
Kansas,0.148036,,,,,,,,
Kansas,0.148036,,,,,,,,
Kansas,0.059738,,,,,,,,
Kansas,0.059738,,,,,,,,
Kansas,0.028562,,,,,,,,
Kansas,0.028562,,,,,,,,
Kansas,0.000325,,,,,,,,
Kansas,0.000325,,,,,,,,
Kansas,0.000525,,,,,,,,
Kansas,0.000525,,,,,,,,
Kansas,0.044609,,,,,,,,
Kansas,0.044609,,,,,,,,
Kansas,0.022995,,,,,,,,
Kansas,0.022995,,,,,,,,
Kansas,0.022788,,,,,,,,
Kansas,0.022788,,,,,,,,
Kansas,0.071953,,,,,,,,
Kansas,0.071953,,,,,,,,
Kansas,0.026259,,,,,,,,
Kansas,0.026259,,,,,,,,
Kansas,0.026667,,,,,,,,
Kansas,0.026667,,,,,,,,
Kansas,0.000618,,,,,,,,
Kansas,0.000618,,,,,,,,
Kansas,0.02599,,,,,,,,
Kansas,0.02599,,,,,,,,
Kansas,0.027302,,,,,,,,
Kansas,0.027302,,,,,,,,
Kansas,0.115685,,,,,,,,
Kansas,0.115685,,,,,,,,
Kansas,0.039668,,,,,,,,
Kansas,0.039668,,,,,,,,
Kansas,0.035223,,,,,,,,
Kansas,0.035223,,,,,,,,
Kansas,0.000708,,,,,,,,
Kansas,0.000708,,,,,,,,
Kansas,0.023502,,,,,,,,
Kansas,0.023502,,,,,,,,
Kansas,0.019113,,,,,,,,
Kansas,0.019113,,,,,,,,
Kansas,0.032985,,,,,105.0,625.0,1449.0,2179.0
Kansas,0.032985,,,,,105.0,625.0,1449.0,2179.0
Kansas,0.017312,,,,0.169,105.0,625.0,1449.0,2179.0
Kansas,0.017312,,,,,105.0,625.0,1449.0,2179.0
Kansas,0.028047,,,,,105.0,625.0,1449.0,2179.0
Kansas,0.028047,,,,,105.0,627.0,1367.0,2099.0
Kansas,0.027424,,,,,105.0,627.0,1367.0,2099.0
Kansas,0.027424,,,,,105.0,627.0,1367.0,2099.0
Kansas,0.028631,,,,,105.0,627.0,1367.0,2099.0
Kansas,0.028631,2.1594014,,,,105.0,627.0,1367.0,2099.0
Kansas,0.000364,2.4053171,,,,105.0,627.0,1360.0,2092.0
Kansas,0.000364,0.67563206,,,,105.0,627.0,1360.0,2092.0
Kansas,0.001302,1.1270792,,,,105.0,627.0,1360.0,2092.0
Kansas,0.001302,0.95465404,,,,105.0,627.0,1360.0,2092.0
Kansas,0.093876,,,,,105.0,627.0,1360.0,2092.0
Kansas,0.093876,0.62280774,,,,105.0,627.0,1353.0,2085.0
Kansas,0.064506,2.6050026,,,,105.0,627.0,1353.0,2085.0
Kansas,0.064506,0.080259472,,,,105.0,627.0,1353.0,2085.0
Kansas,0.064132,1.242103,,,,105.0,627.0,1353.0,2085.0
Kansas,0.064132,0.036302358,,,0.067,105.0,627.0,1353.0,2085.0
Kansas,0.066656,1.4533721,,,,105.0,627.0,1370.0,2102.0
Kansas,0.066656,-0.40939331,,,,104.0,627.0,1370.0,2101.0
Kansas,0.068729,0.030393466,,,,104.0,627.0,1370.0,2101.0
Kansas,0.068729,0.50548959,,,,104.0,627.0,1370.0,2101.0
Kansas,0.046447,0.92211568,,19.04179296,,,,,
Kansas,0.046447,1.8337715,,,,104.0,627.0,1299.0,2030.0
Kansas,0.001823,0.074236222,,,0.125,,,,
Kansas,0.001823,0.22149038,,,,104.0,627.0,1299.0,2030.0
Kansas,0.108531,2.1063237,,,,104.0,627.0,1299.0,2030.0
Kansas,0.108531,-0.78740919,,,,104.0,627.0,1299.0,2030.0
Kansas,0.002546,-0.26603585,1.71,10.66220484,,104.0,627.0,1353.0,2084.0
Kansas,0.002546,-0.051512729,,,,104.0,627.0,1353.0,2084.0
Kansas,0.191038,0.882052,,10.77876219,,104.0,627.0,1353.0,2084.0
Kansas,0.191038,,,,,104.0,627.0,1353.0,2084.0
Kansas,,,,4.104192672,,104.0,627.0,1353.0,2084.0
Kansas,,,,,,103.0,626.0,1268.0,1997.0
Kansas,,,,,,103.0,626.0,1268.0,1997.0
Kansas,,,,,,103.0,626.0,1268.0,1997.0
Kansas,,,,,,103.0,626.0,1268.0,1997.0
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kansas,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.001001,,,,,,,,
Kentucky,0.001001,,,,,,,,
Kentucky,0.055034,,,,,,,,
Kentucky,0.055034,,,,,,,,
Kentucky,0.050121,,,,,,,,
Kentucky,0.050121,,,,,,,,
Kentucky,0.054776,,,,,,,,
Kentucky,0.054776,,,,,,,,
Kentucky,0.000633,,,,,,,,
Kentucky,0.000633,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.0,,,,,,,,
Kentucky,0.000523,,,,,,,,
Kentucky,0.000523,,,,,,,,
Kentucky,0.036114,,,,,,,,
Kentucky,0.036114,,,,,,,,
Kentucky,0.086867,,,,,,,,
Kentucky,0.086867,,,,,,,,
Kentucky,0.207181,,,,,,,,
Kentucky,0.207181,,,,,,,,
Kentucky,0.032224,,,,,,,,
Kentucky,0.032224,,,,,,,,
Kentucky,0.062453,,,,,,,,
Kentucky,0.062453,,,,,,,,
Kentucky,0.09269,,,,,,,,
Kentucky,0.09269,,,,,,,,
Kentucky,0.034,,,,,,,,
Kentucky,0.034,,,,,,,,
Kentucky,0.026399,,,,,,,,
Kentucky,0.026399,,,,,,,,
Kentucky,0.027759,,,,,,,,
Kentucky,0.027759,,,,,,,,
Kentucky,0.027406,,,,,,,,
Kentucky,0.027406,,,,,,,,
Kentucky,0.001207,,,,,,,,
Kentucky,0.001207,,,,,,,,
Kentucky,0.075425,,,,,,,,
Kentucky,0.075425,,,,,,,,
Kentucky,0.028763,,,,,,,,
Kentucky,0.028763,,,,,,,,
Kentucky,0.056396,,,,,,,,
Kentucky,0.056396,,,,,,,,
Kentucky,0.027388,,,,,,,,
Kentucky,0.027388,,,,,,,,
Kentucky,0.028896,,,,,,,,
Kentucky,0.028896,,,,,,,,
Kentucky,0.056897,,,,,,,,
Kentucky,0.056897,,,,,,,,
Kentucky,0.066212,,,,,,,,
Kentucky,0.066212,,,,,,,,
Kentucky,0.036955,,,,,,,,
Kentucky,0.036955,,,,,,,,
Kentucky,0.000829,,,,,,,,
Kentucky,0.000829,,,,,,,,
Kentucky,0.027806,,,,,,,,
Kentucky,0.027806,,,,,,,,
Kentucky,0.04994,,,,,,,,
Kentucky,0.04994,,,,,,,,
Kentucky,0.061558,,,,,,,,
Kentucky,0.061558,,,,,,,,
Kentucky,0.000927,,,,,119.0,405.0,0.0,524.0
Kentucky,0.000927,,,,,119.0,405.0,0.0,524.0
Kentucky,0.017834,,,,0.078,119.0,405.0,0.0,524.0
Kentucky,0.017834,,,,,119.0,405.0,0.0,524.0
Kentucky,0.029976,,,,,119.0,405.0,0.0,524.0
Kentucky,0.029976,,,,,119.0,425.0,0.0,544.0
Kentucky,0.014678,,,,,119.0,425.0,0.0,544.0
Kentucky,0.014678,,,,,119.0,425.0,0.0,544.0
Kentucky,0.014886,,,,,119.0,425.0,0.0,544.0
Kentucky,0.014886,-0.43866768,,,,119.0,425.0,0.0,544.0
Kentucky,0.029911,-0.65126914,,,,119.0,437.0,0.0,556.0
Kentucky,0.029911,-0.031864922,,,,119.0,437.0,0.0,556.0
Kentucky,0.014644,-0.84037822,,,,119.0,437.0,0.0,556.0
Kentucky,0.014644,0.17522806,,,,119.0,437.0,0.0,556.0
Kentucky,0.012945,,,,,119.0,437.0,0.0,556.0
Kentucky,0.012945,-0.70884532,,,,119.0,435.0,0.0,554.0
Kentucky,0.054258,-1.4977049,,,,119.0,435.0,0.0,554.0
Kentucky,0.054258,-1.3768312,,,,119.0,435.0,0.0,554.0
Kentucky,0.035299,-2.2770622,,,,119.0,435.0,0.0,554.0
Kentucky,0.035299,0.15958031,,,0.087,119.0,435.0,0.0,554.0
Kentucky,0.048999,-0.19827312,,,,119.0,434.0,0.0,553.0
Kentucky,0.048999,0.44007841,,,,119.0,434.0,0.0,553.0
Kentucky,0.087311,-0.86901486,,,,119.0,434.0,0.0,553.0
Kentucky,0.087311,-0.71290791,,,,119.0,434.0,0.0,553.0
Kentucky,0.045418,-0.37944055,,21.65480196,,,,,
Kentucky,0.045418,-0.94206196,,,,119.0,424.0,0.0,543.0
Kentucky,0.066533,-0.39552286,,,0.148,,,,
Kentucky,0.066533,-0.88756442,,,,118.0,424.0,0.0,542.0
Kentucky,0.099099,-1.762385,,,,118.0,424.0,0.0,542.0
Kentucky,0.099099,-1.4782454,,,,118.0,424.0,0.0,542.0
Kentucky,0.067044,-1.6512791,1.58,-2.288633396,,118.0,419.0,0.0,537.0
Kentucky,0.067044,0.14132532,,,,118.0,419.0,0.0,537.0
Kentucky,0.003876,-1.2616903,,-0.565594439,,118.0,419.0,0.0,537.0
Kentucky,0.003876,,,,,118.0,419.0,0.0,537.0
Kentucky,,,,3.341325544,,118.0,419.0,0.0,537.0
Kentucky,,,,,,118.0,418.0,0.0,536.0
Kentucky,,,,,,118.0,418.0,0.0,536.0
Kentucky,,,,,,118.0,418.0,0.0,536.0
Kentucky,,,,,,118.0,418.0,0.0,536.0
